record_type,area_code,sec,subsection_code,airport_icao,icao_code,sub,vor_ident,navaid_icao_code,vor_frequency,navaid_class,vor_latitude,vor_longitude,dme_ident,dme_latitude,dme_longitude,station_declination,dme_elevation,figure_of_merit,ils_dme_bias,frequency_protection,datum_code,vor_name,primary_1_123,cont#2_appl_code,cont#2_appl_label,cont#2_1_123,changed_field_count,changed_fields
S,AFR,D,,,,,ABC,DN,11630,VDHW,N09021610,E007170640,,N09021610,E007170640,W0000,01191,2,,,WGE,ABUJA,SAFRD        ABC   DN111630VDHW N09021610E007170640    N09021610E007170640W0000011912     WGEABUJA                         ,S,Simulation application continuation,SAFRD        ABC   DN2S    UY                                             W000001191                                       ,1,cont#2_1_123
S,AFR,D,,,,,ABV,FA,11210,VDHW,S28341435,E016320180,,S28341435,E016320180,W0190,00098,2,,,WGE,ALEXANDER BAY,SAFRD        ABV   FA111210VDHW S28341435E016320180    S28341435E016320180W0190000982     WGEALEXANDER BAY                 ,S,Simulation application continuation,SAFRD        ABV   FA2S    UN                                             W0199                                            ,1,cont#2_1_123
S,AFR,D,,,,,ACC,DG,11310,VDHW,N05380265,W000091931,,N05380265,W000091931,W0040,00258,2,,587,WGE,ACCRA,SAFRD        ACC   DG111310VDHW N05380265W000091931    N05380265W000091931W0040002582  587WGEACCRA                         ,S,Simulation application continuation,SAFRD        ACC   DG2S    UN                                             W002400258                                       ,1,cont#2_1_123
S,AFR,D,,,,,AD,DI,11430,VDHW,N05165814,W003550112,,N05165814,W003550112,W0040,00046,2,,515,WGE,ABIDJAN,SAFRD        AD    DI111430VDHW N05165814W003550112    N05165814W003550112W0040000462  515WGEABIDJAN                       ,S,Simulation application continuation,SAFRD        AD    DI2S    UN                                             W003500046                                       ,1,cont#2_1_123
S,AFR,D,,,,,ADR,DA,11260,VDHW,N27491320,W000120993,,N27491320,W000120993,W0010,00952,2,,,WGE,ADRAR,SAFRD        ADR   DA111260VDHW N27491320W000120993    N27491320W000120993W0010009522     WGEADRAR                         ,S,Simulation application continuation,SAFRD        ADR   DA2S    UN                                             E000900952                                       ,1,cont#2_1_123
S,AFR,D,,,,,AE,FT,11450,V HW,N13504788,E020514698,,,,E0020,,2,,,WGE,ABECHE,SAFRD        AE    FT111450V HW N13504788E020514698                       E0020     2     WGEABECHE                        ,S,Simulation application continuation,SAFRD        AE    FT2S    UY                                             E0029                                            ,1,cont#2_1_123
S,AFR,D,,,,,AGV,FA,11670,VDHW,S29285167,E018334497,,S29285167,E018334497,W0200,02648,2,,,WGE,AGGENEYS,SAFRD        AGV   FA111670VDHW S29285167E018334497    S29285167E018334497W0200026482     WGEAGGENEYS                      ,S,Simulation application continuation,SAFRD        AGV   FA2S    UN                                             W0217                                            ,1,cont#2_1_123
S,AFR,D,,,,,AKW,DN,11380,VDHW,N04534300,E008061780,,N04534300,E008061780,W0020,00201,2,,110,WGE,UYO,SAFRD        AKW   DN111380VDHW N04534300E008061780    N04534300E008061780W0020002012  110WGEUYO                           ,S,Simulation application continuation,SAFRD        AKW   DN2S    UN                                             W000500201                                       ,1,cont#2_1_123
S,AFR,D,,,,,ANB,DA,11350,VDHW,N36495680,E007485250,,N36495680,E007485250,E0020,00016,2,,503,WGE,ANNABA,SAFRD        ANB   DA111350VDHW N36495680E007485250    N36495680E007485250E0020000162  503WGEANNABA                        ,S,Simulation application continuation,SAFRD        ANB   DA2S    UN                                             E002900016                                       ,1,cont#2_1_123
S,AFR,D,,,,,ASI,FH,11220,VTHW,S07581155,W014235041,,S07581155,W014235041,W0170,00455,2,,,WGE,ASCENSION AUX,SAFRD        ASI   FH111220VTHW S07581155W014235041    S07581155W014235041W0170004552     WGEASCENSION AUX                 ,S,Simulation application continuation,SAFRD        ASI   FH2S    UN                                             W013700455                                       ,1,cont#2_1_123
S,AFR,D,,,,,AST,HE,11770,VDHW,N27015240,E031015670,,N27015240,E031015670,E0040,00850,2,,538,WGE,ASYUT,SAFRD        AST   HE111770VDHW N27015240E031015670    N27015240E031015670E0040008502  538WGEASYUT                         ,S,Simulation application continuation,SAFRD        AST   HE2S    UN                                             E0045                                            ,1,cont#2_1_123
S,AFR,D,,,,,BAN,DT,11530,V HW,N34514790,E009100390,,,,E0020,,2,,,WGE,SIDI BEN AOUN,SAFRD        BAN   DT111530V HW N34514790E009100390                       E0020     2     WGESIDI BEN AOUN                 ,S,Simulation application continuation,SAFRD        BAN   DT2S    UN                                             E0030                                            ,1,cont#2_1_123
S,AFR,D,,,,,BAY,DA,11480,VDHW,N33423530,E001044507,,N33423530,E001044507,E0010,04500,2,,584,WGE,EL BAYADH,SAFRD        BAY   DA111480VDHW N33423530E001044507    N33423530E001044507E0010045002  584WGEEL BAYADH                     ,S,Simulation application continuation,SAFRD        BAY   DA2S    UN                                             E001504500                                       ,1,cont#2_1_123
S,AFR,D,,,,,BBS,DA,11530,VDHW,N30012560,W002135030,,N30012560,W002135030,W0000,01740,2,,,WGE,BENI ABBES,SAFRD        BBS   DA111530VDHW N30012560W002135030    N30012560W002135030W0000017402     WGEBENI ABBES                    ,S,Simulation application continuation,SAFRD        BBS   DA2S    UN                                             E000601740                                       ,1,cont#2_1_123
S,AFR,D,,,,,BCH,DN,11560,VDLW,N10272460,E009445420,,N10272460,E009445420,W0010,02008,1,,,WGE,BAUCHI,SAFRD        BCH   DN111560VDLW N10272460E009445420    N10272460E009445420W0010020081     WGEBAUCHI                        ,S,Simulation application continuation,SAFRD        BCH   DN2S    UY                                             E000702008                                       ,1,cont#2_1_123
S,AFR,D,,,,,BCR,DA,11390,VDHW,N31410453,W002154059,,N31410453,W002154059,E0000,02661,2,,394,WGE,BECHAR,SAFRD        BCR   DA111390VDHW N31410453W002154059    N31410453W002154059E0000026612  394WGEBECHAR                        ,S,Simulation application continuation,SAFRD        BCR   DA2S    UN                                             E000702661                                       ,1,cont#2_1_123
S,AFR,D,,,,,BF,FK,11650,VDHW,N05320574,E010211540,,N05320574,E010211540,W0000,04367,2,,290,WGE,BAFOUSSAM,SAFRD        BF    FK111650VDHW N05320574E010211540    N05320574E010211540W0000043672  290WGEBAFOUSSAM                     ,S,Simulation application continuation,SAFRD        BF    FK2S    UY                                             E000104367                                       ,1,cont#2_1_123
S,AFR,D,,,,,BIS,GG,11430,VDHW,N11551429,W015384143,,N11551429,W015384143,W0070,00079,2,,,WGE,BISSAU,SAFRD        BIS   GG111430VDHW N11551429W015384143    N11551429W015384143W0070000792     WGEBISSAU                        ,S,Simulation application continuation,SAFRD        BIS   GG2S    UN                                             W005900079                                       ,1,cont#2_1_123
S,AFR,D,,,,,BJ,GB,11290,VDHW,N13201716,W016391984,,N13201716,W016391984,W0060,00120,2,,,WGE,BANJUL YUNDUM,SAFRD        BJ    GB111290VDHW N13201716W016391984    N13201716W016391984W0060001202     WGEBANJUL YUNDUM                 ,S,Simulation application continuation,SAFRD        BJ    GB2S    UN                                             W006000120                                       ,2,"station_declination,primary_1_123"
S,AFR,D,,,,,BJA,DA,11300,VDLW,N36425245,E005044943,,N36425245,E005044943,E0010,00036,1,,289,WGE,BEJAIA,SAFRD        BJA   DA111300VDLW N36425245E005044943    N36425245E005044943E0010000361  289WGEBEJAIA                        ,S,Simulation application continuation,SAFRD        BJA   DA2S    UY                                             E002400036                                       ,1,cont#2_1_123
S,AFR,D,,,,,BJA,HB,11230,VDHW,S03204682,E029191929,,S03204682,E029191929,W0030,02605,2,,,WGE,BUJUMBURA,SAFRD        BJA   HB111230VDHW S03204682E029191929    S03204682E029191929W0030026052     WGEBUJUMBURA                     ,S,Simulation application continuation,SAFRD        BJA   HB2S    UN                                             E000802605                                       ,1,cont#2_1_123
S,AFR,D,,,,,BKO,GA,11370,VDHW,N12324780,W007554690,,N12324780,W007554690,W0040,01280,2,,,WGE,BAMAKO,SAFRD        BKO   GA111370VDHW N12324780W007554690    N12324780W007554690W0040012802     WGEBAMAKO                        ,S,Simulation application continuation,SAFRD        BKO   GA2S    UN                                             W003001280                                       ,1,cont#2_1_123
S,AFR,D,,,,,BKY,DI,11510,VDHW,N07445024,W005042979,,N07445024,W005042979,W0040,01280,2,,,WGE,BOUAKE,SAFRD        BKY   DI111510VDHW N07445024W005042979    N07445024W005042979W0040012802     WGEBOUAKE                        ,S,Simulation application continuation,SAFRD        BKY   DI2S    UN                                             W003201280                                       ,1,cont#2_1_123
S,AFR,D,,,,,BLV,FA,11410,VTHW,S29060238,E026180231,,S29060238,E026180231,W0220,04416,2,,,WGE,BLOEMFONTEIN,SAFRD        BLV   FA111410VTHW S29060238E026180231    S29060238E026180231W0220044162     WGEBLOEMFONTEIN                  ,S,Simulation application continuation,SAFRD        BLV   FA2S    UY                                             W024304416                                       ,1,cont#2_1_123
S,AFR,D,,,,,BML,GM,11310,VDHW,N32250075,W006175288,,N32250075,W006175288,W0010,01772,2,,312,WGE,BENI MELLAL,SAFRD        BML   GM111310VDHW N32250075W006175288    N32250075W006175288W0010017722  312WGEBENI MELLAL                   ,S,Simulation application continuation,SAFRD        BML   GM2S    UN                                             W000301772                                       ,1,cont#2_1_123
S,AFR,D,,,,,BNA,HL,11740,VDHW,N32072800,E020151300,,N32072800,E020151300,E0030,00349,2,,,WGE,BENINA (BENGHAZI),SAFRD        BNA   HL111740VDHW N32072800E020151300    N32072800E020151300E0030003492     WGEBENINA (BENGHAZI)             ,S,Simulation application continuation,SAFRD        BNA   HL2S    UN                                             E004200349                                       ,1,cont#2_1_123
S,AFR,D,,,,,BNS,GM,11745,VDLW,N33383050,W007122880,,N33383050,W007122880,W0010,00689,1,,,WGE,BENSLIMANE,SAFRD        BNS   GM111745VDLW N33383050W007122880    N33383050W007122880W0010006891     WGEBENSLIMANE                    ,S,Simulation application continuation,SAFRD        BNS   GM2S    UN                                             W000500689                                       ,1,cont#2_1_123
S,AFR,D,,,,,BOD,DA,11430,VDHW,N28075897,E006502103,,N28075897,E006502103,E0010,01207,2,,,WGE,BORDJ OMAR DRISS,SAFRD        BOD   DA111430VDHW N28075897E006502103    N28075897E006502103E0010012072     WGEBORDJ OMAR DRISS              ,S,Simulation application continuation,SAFRD        BOD   DA2S    UN                                             E002101207                                       ,1,cont#2_1_123
S,AFR,D,,,,,BRF,GM,11700,VDHW,N32305146,W002014971,,N32305146,W002014971,W0000,03650,2,,277,WGE,BOUARFA,SAFRD        BRF   GM111700VDHW N32305146W002014971    N32305146W002014971W0000036502  277WGEBOUARFA                       ,S,Simulation application continuation,SAFRD        BRF   GM2S    UN                                             E000803650                                       ,1,cont#2_1_123
S,AFR,D,,,,,BSA,DA,11590,VDHW,N35195570,E004123020,,N35195570,E004123020,E0010,01506,2,,534,WGE,BOU SAADA,SAFRD        BSA   DA111590VDHW N35195570E004123020    N35195570E004123020E0010015062  534WGEBOU SAADA                     ,S,Simulation application continuation,SAFRD        BSA   DA2S    UN                                             E002201506                                       ,1,cont#2_1_123
S,AFR,D,,,,,BT,FE,11390,V HW,N04134567,E015470183,,,,E0020,,2,,,WGE,BERBERATI,SAFRD        BT    FE111390V HW N04134567E015470183                       E0020     2     WGEBERBERATI                     ,S,Simulation application continuation,SAFRD        BT    FE2S    UN                                             E001101947                                       ,3,"station_declination,primary_1_123,cont#2_1_123"
S,AFR,D,,,,,BTA,FG,11540,VDH,N01540890,E009483213,,N01540890,E009483213,W0020,00052,2,,,WGE,BATA,SAFRD        BTA   FG111540VDH  N01540890E009483213    N01540890E009483213W0020000522     WGEBATA                          ,S,Simulation application continuation,SAFRD        BTA   FG2S    UN                                             W000700052                                       ,5,"vor_latitude,vor_longitude,dme_latitude,dme_longitude,primary_1_123"
S,AFR,D,,,,,BTN,DA,11570,VDHW,N35461750,E006203766,,N35461750,E006203766,E0020,02700,2,,382,WGE,BATNA,SAFRD        BTN   DA111570VDHW N35461750E006203766    N35461750E006203766E0020027002  382WGEBATNA                         ,S,Simulation application continuation,SAFRD        BTN   DA2S    UY                                             E002602700                                       ,1,cont#2_1_123
S,AFR,D,,,,,BV,GC,11240,DH,,,BV,N28360580,W017452370,,00197,2,,,WGE,LA PALMA,SAFRD        BV    GC111240 DH                     BV  N28360580W017452370     001972     WGELA PALMA                      ,S,Simulation application continuation,SAFRD        BV    GC2S    UN                                             W0042                                            ,1,cont#2_1_123
S,AFR,D,,,,,BZ,FC,11310,VDHW,S04150523,E015144990,,S04150523,E015144990,W0010,01053,2,,305,WGE,BRAZZAVILLE,SAFRD        BZ    FC111310VDHW S04150523E015144990    S04150523E015144990W0010010532  305WGEBRAZZAVILLE                   ,S,Simulation application continuation,SAFRD        BZ    FC2S    UY                                             W000601053                                       ,1,cont#2_1_123
S,AFR,D,,,,,CBL,GM,11510,VDLW,N33251382,W007362172,,N33251382,W007362172,W0010,00591,1,,467,WGE,CASABLANCA,SAFRD        CBL   GM111510VDLW N33251382W007362172    N33251382W007362172W0010005911  467WGECASABLANCA                    ,S,Simulation application continuation,SAFRD        CBL   GM2S    UY                                             W000600591                                       ,1,cont#2_1_123
S,AFR,D,,,,,CBN,DT,11270,V HW,N36534270,E011052010,,,,E0030,,2,,,WGE,CAP BON,SAFRD        CBN   DT111270V HW N36534270E011052010                       E0030     2     WGECAP BON                       ,S,Simulation application continuation,SAFRD        CBN   DT2S    UN                                             E0034                                            ,1,cont#2_1_123
S,AFR,D,,,,,CDV,FA,11490,V HW,S34064668,E019284039,,,,W0260,,2,,,WGE,CALEDON,SAFRD        CDV   FA111490V HW S34064668E019284039                       W0260     2     WGECALEDON                       ,S,Simulation application continuation,SAFRD        CDV   FA2S    UN                                             W0272                                            ,1,cont#2_1_123
S,AFR,D,,,,,CF,FC,11250,VDHW,S00011740,E015344499,,S00011740,E015344499,E0000,01277,2,,,WGE,MAKOUA,SAFRD        CF    FC111250VDHW S00011740E015344499    S00011740E015344499E0000012772     WGEMAKOUA                        ,S,Simulation application continuation,SAFRD        CF    FC2S    UN                                             E000401277                                       ,3,"station_declination,primary_1_123,cont#2_1_123"
S,AFR,D,,,,,CTV,FA,11570,VDHB,S33581082,E018361819,,S33581082,E018361819,W0260,00146,2,,,WGE,CAPE TOWN,SAFRD        CTV   FA111570VDHB S33581082E018361819    S33581082E018361819W0260001462     WGECAPE TOWN                     ,S,Simulation application continuation,SAFRD        CTV   FA2S    UN                                             W026700146                                       ,1,cont#2_1_123
S,AFR,D,,,,,CVS,GV,11530,VDHW,N16441203,W022570367,,N16441203,W022570367,W0090,00196,2,,,WGE,SAL,SAFRD        CVS   GV111530VDHW N16441203W022570367    N16441203W022570367W0090001962     WGESAL                           ,S,Simulation application continuation,SAFRD        CVS   GV2S    UN                                             W007800196                                       ,1,cont#2_1_123
S,AFR,D,,,,,CZV,FA,11430,VDHW,S25412332,E028330296,,S25412332,E028330296,W0190,04907,2,,382,WGE,ZONDERWATER,SAFRD        CZV   FA111430VDHW S25412332E028330296    S25412332E028330296W0190049072  382WGEZONDERWATER                   ,S,Simulation application continuation,SAFRD        CZV   FA2S    UY                                             W019904907                                       ,1,cont#2_1_123
S,AFR,D,,,,,DHR,HL,11610,VDHW,N29280274,E017555377,,N29280274,E017555377,E0020,01105,2,,533,WGE,DAHRA,SAFRD        DHR   HL111610VDHW N29280274E017555377    N29280274E017555377E0020011052  533WGEDAHRA                         ,S,Simulation application continuation,SAFRD        DHR   HL2S    UN                                             E003701105                                       ,3,"dme_elevation,primary_1_123,cont#2_1_123"
S,AFR,D,,,,,DLA,FK,11290,VDHW,N03593810,E009443650,,N03593810,E009443650,W0000,00036,2,,,WGE,DOUALA,SAFRD        DLA   FK111290VDHW N03593810E009443650    N03593810E009443650W0000000362     WGEDOUALA                        ,S,Simulation application continuation,SAFRD        DLA   FK2S    UN                                             W000300036                                       ,2,"station_declination,primary_1_123"
S,AFR,D,,,,,DPV,FA,11220,VDHW,S25392130,E028131227,,S25392144,E028131180,W0180,04089,2,,,WGE,WONDERBOOM,SAFRD        DPV   FA111220VDHW S25392130E028131227    S25392144E028131180W0180040892     WGEWONDERBOOM                    ,S,Simulation application continuation,SAFRD        DPV   FA2S    UY                                             W0197                                            ,1,cont#2_1_123
S,AFR,D,,,,,DS,GO,11540,VDHW,N14383959,W017042125,,N14383959,W017042125,W0070,00285,2,,,WGE,DAKAR-DIASS,SAFRD        DS    GO111540VDHW N14383959W017042125    N14383959W017042125W0070002852     WGEDAKAR-DIASS                   ,S,Simulation application continuation,SAFRD        DS    GO2S    UY                                             W005800285                                       ,1,cont#2_1_123
S,AFR,D,,,,,DTI,HD,11390,VDHW,N11325467,E043053677,,N11325467,E043053677,E0020,00400,2,,,WGE,DJIBOUTI,SAFRD        DTI   HD111390VDHW N11325467E043053677    N11325467E043053677E0020004002     WGEDJIBOUTI                      ,S,Simulation application continuation,SAFRD        DTI   HD2S    UN                                             E001800400                                       ,1,cont#2_1_123
S,AFR,D,,,,,DVL,FW,11490,VDHW,S13484000,E033482800,,S13484000,E033482800,W0030,04101,2,,,WGE,LILONGWE,SAFRD        DVL   FW111490VDHW S13484000E033482800    S13484000E033482800W0030041012     WGELILONGWE                      ,S,Simulation application continuation,SAFRD        DVL   FW2S    UN                                             W0061                                            ,1,cont#2_1_123
S,AFR,D,,,,,DZP,FM,11350,VDHW,S12483960,E045165110,,S12483960,E045165110,W0080,00041,2,,299,WGE,DZAOUDZI,SAFRD        DZP   FM111350VDHW S12483960E045165110    S12483960E045165110W0080000412  299WGEDZAOUDZI                      ,S,Simulation application continuation,SAFRD        DZP   FM2S    UN                                             W008800041                                       ,3,"dme_elevation,primary_1_123,cont#2_1_123"
S,AFR,D,,,,,ELO,DA,11760,VDHW,N33303764,E006465021,,N33303764,E006465021,E0020,00203,2,,,WGE,EL-OUED ABDELKADER LAMOUDI,SAFRD        ELO   DA111760VDHW N33303764E006465021    N33303764E006465021E0020002032     WGEEL-OUED ABDELKADER LAMOUDI    ,S,Simulation application continuation,SAFRD        ELO   DA2S    UN                                             E002500203                                       ,2,"vor_name,primary_1_123"
S,AFR,D,,,,,ELV,FA,11450,VDHB,S33021316,E027492336,,S33021316,E027492336,W0270,00406,2,,559,WGE,EAST LONDON,SAFRD        ELV   FA111450VDHB S33021316E027492336    S33021316E027492336W0270004062  559WGEEAST LONDON                   ,S,Simulation application continuation,SAFRD        ELV   FA2S    UN                                             W030300406                                       ,1,cont#2_1_123
S,AFR,D,,,,,ERA,GM,11710,VDHW,N31552700,W004213790,,N31552700,W004213790,W0010,03346,2,,580,WGE,ERRACHIDIA,SAFRD        ERA   GM111710VDHW N31552700W004213790    N31552700W004213790W0010033462  580WGEERRACHIDIA                    ,S,Simulation application continuation,SAFRD        ERA   GM2S    UY                                             E000203346                                       ,1,cont#2_1_123
S,AFR,D,,,,,ERV,FA,11630,VDHW,S23373079,E027575170,,S23373079,E027575170,W0160,03790,2,,,WGE,ELLISRAS,SAFRD        ERV   FA111630VDHW S23373079E027575170    S23373079E027575170W0160037902     WGEELLISRAS                      ,S,Simulation application continuation,SAFRD        ERV   FA2S    UN                                             W0165                                            ,1,cont#2_1_123
S,AFR,D,,,,,ESS,GM,11270,VDHW,N31240456,W009411291,,N31240456,W009411291,W0020,00394,2,,587,WGE,ESSAOUIRA,SAFRD        ESS   GM111270VDHW N31240456W009411291    N31240456W009411291W0020003942  587WGEESSAOUIRA                     ,S,Simulation application continuation,SAFRD        ESS   GM2S    UN                                             W001300394                                       ,1,cont#2_1_123
S,AFR,D,,,,,FDN,FM,11530,DL,,,FDN,S25021560,E046571100,,00098,1,,,WGE,TOLAGNARO,SAFRD        FDN   FM111530 DL                     FDN S25021560E046571100     000981     WGETOLAGNARO                     ,S,Simulation application continuation,SAFRD        FDN   FM2S    UN                                             W0247                                            ,1,cont#2_1_123
S,AFR,D,,,,,FES,GM,11570,VDHW,N33553870,W005004890,,N33553870,W005004890,W0020,01870,2,,570,WGE,FES,SAFRD        FES   GM111570VDHW N33553870W005004890    N33553870W005004890W0020018702  570WGEFES                           ,S,Simulation application continuation,SAFRD        FES   GM2S    UN                                             E000101870                                       ,1,cont#2_1_123
S,AFR,D,,,,,FNV,FB,11300,VDHW,S21080552,E027253350,,S21080552,E027253350,W0120,03312,2,,522,WGE,FRANCISTOWN,SAFRD        FNV   FB111300VDHW S21080552E027253350    S21080552E027253350W0120033122  522WGEFRANCISTOWN                   ,S,Simulation application continuation,SAFRD        FNV   FB2S    UN                                             W012703312                                       ,1,cont#2_1_123
S,AFR,D,,,,,FRH,GU,11210,V LW,N10030380,W010453660,,,,W0100,,1,,,WGE,FARANAH,SAFRD        FRH   GU111210V LW N10030380W010453660                       W0100     1     WGEFARANAH                       ,S,Simulation application continuation,SAFRD        FRH   GU2S    UN                                             W0045                                            ,1,cont#2_1_123
S,AFR,D,,,,,FTV,GC,11410,VDHW,N28255080,W013515220,,N28255130,W013515220,W0040,00001,2,,,WGE,FUERTEVENTURA,SAFRD        FTV   GC111410VDHW N28255080W013515220    N28255130W013515220W0040000012     WGEFUERTEVENTURA                 ,S,Simulation application continuation,SAFRD        FTV   GC2S    UN                                             W0028                                            ,1,cont#2_1_123
S,AFR,D,,,,,FUE,GC,10800,DL,,,FUE,N28225690,W013515820,,00098,1,,,WGE,FUERTEVENTURA,SAFRD        FUE   GC110800 DL                     FUE N28225690W013515820     000981     WGEFUERTEVENTURA                 ,S,Simulation application continuation,SAFRD        FUE   GC2S    UN                                             W0028                                            ,1,cont#2_1_123
S,AFR,D,,,,,FYM,HE,11730,VDHW,N29235100,E030233500,,N29235100,E030233500,E0050,00050,2,,,WGE,FAYOUM,SAFRD        FYM   HE111730VDHW N29235100E030233500    N29235100E030233500E0050000502     WGEFAYOUM                        ,S,Simulation application continuation,SAFRD        FYM   HE2S    UN                                             E004700050                                       ,1,cont#2_1_123
S,AFR,D,,,,,GAB,DT,11540,VDH,N33435590,E009551270,,N33435590,E009551270,E0030,00400,2,,332,WGE,GABES,SAFRD        GAB   DT111540VDH  N33435590E009551270    N33435590E009551270E0030004002  332WGEGABES                         ,S,Simulation application continuation,SAFRD        GAB   DT2S    UN                                             E003000400                                       ,1,cont#2_1_123
S,AFR,D,,,,,GAD,HL,11580,VDHW,N30094900,E009442900,,N30094900,E009442900,E0010,01110,2,,,WGE,GHADAMES,SAFRD        GAD   HL111580VDHW N30094900E009442900    N30094900E009442900E0010011102     WGEGHADAMES                      ,S,Simulation application continuation,SAFRD        GAD   HL2S    UU                                             E002701110                                       ,1,cont#2_1_123
S,AFR,D,,,,,GAF,DT,10900,VDHW,N34251380,E008492700,,N34251380,E008492700,E0020,01100,2,,536,WGE,GAFSA,SAFRD        GAF   DT110900VDHW N34251380E008492700    N34251380E008492700E0020011002  536WGEGAFSA                         ,S,Simulation application continuation,SAFRD        GAF   DT2S    UN                                             E002901100                                       ,1,cont#2_1_123
S,AFR,D,,,,,GAO,GA,11230,VDLW,N16144448,E000001615,,N16144448,E000001615,E0000,00889,1,,537,WGE,GAO,SAFRD        GAO   GA111230VDLW N16144448E000001615    N16144448E000001615E0000008891  537WGEGAO                           ,S,Simulation application continuation,SAFRD        GAO   GA2S    UY                                             W000400889                                       ,2,"station_declination,primary_1_123"
S,AFR,D,,,,,GAV,FA,11550,V HW,S26305363,E027403517,,,,W0200,,2,,,WGE,GRASMERE,SAFRD        GAV   FA111550V HW S26305363E027403517                       W0200     2     WGEGRASMERE                      ,S,Simulation application continuation,SAFRD        GAV   FA2S    UN                                             W0209                                            ,1,cont#2_1_123
S,AFR,D,,,,,GB,DN,11590,VDHW,N07151900,E009001790,,N07151900,E009001790,W0010,00500,2,,,WGE,GBOKO,SAFRD        GB    DN111590VDHW N07151900E009001790    N07151900E009001790W0010005002     WGEGBOKO                         ,S,Simulation application continuation,SAFRD        GB    DN2S    UY                                             E000100500                                       ,1,cont#2_1_123
S,AFR,D,,,,,GBV,FB,11370,VDHW,S24355177,E025495684,,S24355177,E025495684,W0160,03400,2,,579,WGE,GABORONE,SAFRD        GBV   FB111370VDHW S24355177E025495684    S24355177E025495684W0160034002  579WGEGABORONE                      ,S,Simulation application continuation,SAFRD        GBV   FB2S    UN                                             W017203400                                       ,1,cont#2_1_123
S,AFR,D,,,,,GDV,GC,11290,VDHW,N28043750,W015254440,,N28043760,W015254280,W0040,00787,2,,,WGE,GRAN CANARIA,SAFRD        GDV   GC111290VDHW N28043750W015254440    N28043760W015254280W0040007872     WGEGRAN CANARIA                  ,S,Simulation application continuation,SAFRD        GDV   GC2S    UN                                             W0034                                            ,1,cont#2_1_123
S,AFR,D,,,,,GIA,GU,11490,VDHW,N09340468,W013371081,,N09340468,W013371081,W0070,00090,2,,505,WGE,GBESSIA (CONAKRY),SAFRD        GIA   GU111490VDHW N09340468W013371081    N09340468W013371081W0070000902  505WGEGBESSIA (CONAKRY)             ,S,Simulation application continuation,SAFRD        GIA   GU2S    UN                                             W005700090                                       ,1,cont#2_1_123
S,AFR,D,,,,,GRV,FA,11660,VDHW,S34002646,E022223346,,S34002646,E022223346,W0260,00659,2,,,WGE,GEORGE,SAFRD        GRV   FA111660VDHW S34002646E022223346    S34002646E022223346W0260006592     WGEGEORGE                        ,S,Simulation application continuation,SAFRD        GRV   FA2S    UN                                             W0286                                            ,1,cont#2_1_123
S,AFR,D,,,,,GSV,FB,11400,VDHW,S24330400,E025551800,,S24330400,E025551800,W0160,03287,2,,280,WGE,GABORONE,SAFRD        GSV   FB111400VDHW S24330400E025551800    S24330400E025551800W0160032872  280WGEGABORONE                      ,S,Simulation application continuation,SAFRD        GSV   FB2S    UN                                             W017203287                                       ,1,cont#2_1_123
S,AFR,D,,,,,GYV,FA,11350,VDHW,S29072899,E030350805,,S29072899,E030350805,W0240,03639,2,,,WGE,GREYTOWN,SAFRD        GYV   FA111350VDHW S29072899E030350805    S29072899E030350805W0240036392     WGEGREYTOWN                      ,S,Simulation application continuation,SAFRD        GYV   FA2S    UN                                             W026103639                                       ,1,cont#2_1_123
S,AFR,D,,,,,HGV,FA,11670,V HW,S26414850,E028165939,,,,W0190,,2,,,WGE,HEIDELBERG,SAFRD        HGV   FA111670V HW S26414850E028165939                       W0190     2     WGEHEIDELBERG                    ,S,Simulation application continuation,SAFRD        HGV   FA2S    UN                                             W021405200                                       ,1,cont#2_1_123
S,AFR,D,,,,,HME,DA,11470,VDHW,N31412770,E006083088,,N31412770,E006083088,E0020,00489,2,,518,WGE,HASSI MESSAOUD,SAFRD        HME   DA111470VDHW N31412770E006083088    N31412770E006083088E0020004892  518WGEHASSI MESSAOUD                ,S,Simulation application continuation,SAFRD        HME   DA2S    UN                                             E002300489                                       ,1,cont#2_1_123
S,AFR,D,,,,,HMV,FA,11340,V HW,S31362118,E025503840,,,,W0260,,2,,,WGE,HOFMEYER,SAFRD        HMV   FA111340V HW S31362118E025503840                       W0260     2     WGEHOFMEYER                      ,S,Simulation application continuation,SAFRD        HMV   FA2S    UY                                             W0275                                            ,1,cont#2_1_123
S,AFR,D,,,,,HR,GC,11320,DL,,,HR,N27485780,W017531120,,00098,1,,,WGE,EL HIERRO,SAFRD        HR    GC111320 DL                     HR  N27485780W017531120     000981     WGEEL HIERRO                     ,S,Simulation application continuation,SAFRD        HR    GC2S    UN                                             W0043                                            ,1,cont#2_1_123
S,AFR,D,,,,,HRM,DA,11540,VDHW,N32561400,E003212400,,N32561400,E003212400,W0000,02500,2,,332,WGE,HASSI R'MEL,SAFRD        HRM   DA111540VDHW N32561400E003212400    N32561400E003212400W0000025002  332WGEHASSI R'MEL                   ,S,Simulation application continuation,SAFRD        HRM   DA2S    UN                                             E0019                                            ,1,cont#2_1_123
