record_type,area_code,sec,subsection_code,airport_icao,icao_code,sub,vor_ident,navaid_icao_code,vor_frequency,navaid_class,vor_latitude,vor_longitude,dme_ident,dme_latitude,dme_longitude,station_declination,dme_elevation,figure_of_merit,ils_dme_bias,frequency_protection,datum_code,vor_name,primary_1_123,cont#2_appl_code,cont#2_appl_label,cont#2_1_123
S,EEU,D,,ZUCK,ZU,,IOS,ZU,10810,IT N,,,IOS,N29434822,E106384791,,01368,0,,572,WGE,JIANGBEI,SEEUD ZUCKZU IOS   ZU110810 IT N                   IOS N29434822E106384791     013680  572WGEJIANGBEI                      ,S,Simulation application continuation,SEEUD ZUCKZU IOS   ZU2S    UN                                             W002901368                                       
S,EEU,D,,ZUCK,ZU,,IQT,ZU,10850,IT N,,,IQT,N29430016,E106394893,,01348,0,,324,WGE,JIANGBEI,SEEUD ZUCKZU IQT   ZU110850 IT N                   IQT N29430016E106394893     013480  324WGEJIANGBEI                      ,S,Simulation application continuation,SEEUD ZUCKZU IQT   ZU2S    UN                                             W002901348                                       
S,EEU,D,,ZUCK,ZU,,IUC,ZU,10875,IT N,,,IUC,N29444464,E106404015,,01319,0,,001,WGE,JIANGBEI,SEEUD ZUCKZU IUC   ZU110875 IT N                   IUC N29444464E106404015     013190  001WGEJIANGBEI                      ,S,Simulation application continuation,SEEUD ZUCKZU IUC   ZU2S    UN                                             W002901319                                       
S,EEU,D,,ZUCK,ZU,,IWX,ZU,10970,IT N,,,IWX,N29422691,E106381986,,01368,0,,148,WGE,JIANGBEI,SEEUD ZUCKZU IWX   ZU110970 IT N                   IWX N29422691E106381986     013680  148WGEJIANGBEI                      ,S,Simulation application continuation,SEEUD ZUCKZU IWX   ZU2S    UN                                             W002901368                                       
S,EEU,D,,ZUGY,ZU,,IDL,ZU,11155,IT N,,,IDL,N26331489,E106483317,,03822,0,,462,WGE,LONGDONGBAO,SEEUD ZUGYZU IDL   ZU111155 IT N                   IDL N26331489E106483317     038220  462WGELONGDONGBAO                   ,S,Simulation application continuation,SEEUD ZUGYZU IDL   ZU2S    UN                                             W002603822                                       
S,EEU,D,,ZUGY,ZU,,IGG,ZU,11110,IT N,,,IGG,N26313668,E106480108,,03740,0,,285,WGE,LONGDONGBAO,SEEUD ZUGYZU IGG   ZU111110 IT N                   IGG N26313668E106480108     037400  285WGELONGDONGBAO                   ,S,Simulation application continuation,SEEUD ZUGYZU IGG   ZU2S    UN                                             W002603740                                       
S,EEU,D,,ZUGY,ZU,,IGY,ZU,10930,IT N,,,IGY,N26325674,E106481692,,03740,0,,227,WGE,LONGDONGBAO,SEEUD ZUGYZU IGY   ZU110930 IT N                   IGY N26325674E106481692     037400  227WGELONGDONGBAO                   ,S,Simulation application continuation,SEEUD ZUGYZU IGY   ZU2S    UN                                             W002603740                                       
S,EEU,D,,ZUGY,ZU,,ILR,ZU,11135,IT N,,,ILR,N26313505,E106481377,,03822,0,,467,WGE,LONGDONGBAO,SEEUD ZUGYZU ILR   ZU111135 IT N                   ILR N26313505E106481377     038220  467WGELONGDONGBAO                   ,S,Simulation application continuation,SEEUD ZUGYZU ILR   ZU2S    UN                                             W002603822                                       
S,EEU,D,,ZULS,ZU,,IGA,ZU,10870,IT N,,,IGA,N29181001,E090553320,,11732,0,,231,WGE,KONGGAR,SEEUD ZULSZU IGA   ZU110870 IT N                   IGA N29181001E090553320     117320  231WGEKONGGAR                       ,S,Simulation application continuation,SEEUD ZULSZU IGA   ZU2S    UN                                             W000111732                                       
S,EEU,D,,ZULS,ZU,,ISS,ZU,11030,IT N,,,ISS,N29175751,E090554656,,11749,0,,195,WGE,KONGGAR,SEEUD ZULSZU ISS   ZU111030 IT N                   ISS N29175751E090554656     117490  195WGEKONGGAR                       ,S,Simulation application continuation,SEEUD ZULSZU ISS   ZU2S    UN                                             W000111749                                       
S,EEU,D,,ZUTF,ZU,,ICT,ZU,10890,IT N,,,ICT,N30191775,E104255096,,01460,0,,002,WGE,TIANFU,SEEUD ZUTFZU ICT   ZU110890 IT N                   ICT N30191775E104255096     014600  002WGETIANFU                        ,S,Simulation application continuation,SEEUD ZUTFZU ICT   ZU2S    UN                                             W002501460                                       
S,EEU,D,,ZUTF,ZU,,IFM,ZU,11130,IT N,,,IFM,N30180470,E104270336,,01470,0,,002,WGE,TIANFU,SEEUD ZUTFZU IFM   ZU111130 IT N                   IFM N30180470E104270336     014700  002WGETIANFU                        ,S,Simulation application continuation,SEEUD ZUTFZU IFM   ZU2S    UN                                             W002501470                                       
S,EEU,D,,ZUTF,ZU,,ITF,ZU,10890,IT N,,,ITF,N30173648,E104250316,,01470,0,,002,WGE,TIANFU,SEEUD ZUTFZU ITF   ZU110890 IT N                   ITF N30173648E104250316     014700  002WGETIANFU                        ,S,Simulation application continuation,SEEUD ZUTFZU ITF   ZU2S    UN                                             W002501470                                       
S,EEU,D,,ZUTF,ZU,,ITV,ZU,11130,IT N,,,ITV,N30164730,E104262713,,01470,0,,002,WGE,TIANFU,SEEUD ZUTFZU ITV   ZU111130 IT N                   ITV N30164730E104262713     014700  002WGETIANFU                        ,S,Simulation application continuation,SEEUD ZUTFZU ITV   ZU2S    UN                                             W002501470                                       
S,EEU,D,,ZUUU,ZU,,IAA,ZU,10910,IT N,,,IAA,N30352874,E103570578,,01640,0,,,WGE,SHUANGLIU,SEEUD ZUUUZU IAA   ZU110910 IT N                   IAA N30352874E103570578     016400     WGESHUANGLIU                     ,S,Simulation application continuation,SEEUD ZUUUZU IAA   ZU2S    UY                                             W002401640                                       
S,EEU,D,,ZUUU,ZU,,ICR,ZU,10870,IT N,,,ICR,N30311895,E103562115,,01703,0,,372,WGE,SHUANGLIU,SEEUD ZUUUZU ICR   ZU110870 IT N                   ICR N30311895E103562115     017030  372WGESHUANGLIU                     ,S,Simulation application continuation,SEEUD ZUUUZU ICR   ZU2S    UU                                             W002401703                                       
S,EEU,D,,ZUUU,ZU,,IDE,ZU,10970,IT N,,,IDE,N30324852,E103570259,,01660,0,,148,WGE,SHUANGLIU,SEEUD ZUUUZU IDE   ZU110970 IT N                   IDE N30324852E103570259     016600  148WGESHUANGLIU                     ,S,Simulation application continuation,SEEUD ZUUUZU IDE   ZU2S    UU                                             W002401660                                       
S,EEU,D,,ZUUU,ZU,,IZW,ZU,11110,IT N,,,IZW,N30335911,E103562413,,01634,0,,285,WGE,SHUANGLIU,SEEUD ZUUUZU IZW   ZU111110 IT N                   IZW N30335911E103562413     016340  285WGESHUANGLIU                     ,S,Simulation application continuation,SEEUD ZUUUZU IZW   ZU2S    UN                                             W002401634                                       
S,EEU,D,,ZUXC,ZU,,IGO,ZU,10930,IT N,,,IGO,N27583315,E102110144,,05115,0,,178,WGE,QINGSHAN,SEEUD ZUXCZU IGO   ZU110930 IT N                   IGO N27583315E102110144     051150  178WGEQINGSHAN                      ,S,Simulation application continuation,SEEUD ZUXCZU IGO   ZU2S    UN                                             W001805115                                       
S,EEU,D,,ZWSH,ZW,,ILL,ZW,11110,IT N,,,ILL,N39323958,E076020557,,04544,0,,162,WGE,LAINING,SEEUD ZWSHZW ILL   ZW111110 IT N                   ILL N39323958E076020557     045440  162WGELAINING                       ,S,Simulation application continuation,SEEUD ZWSHZW ILL   ZW2S    UN                                             E004104544                                       
S,EEU,D,,ZWSH,ZW,,IXX,ZW,10990,IT N,,,IXX,N39323382,E076001655,,04554,0,,185,WGE,LAINING,SEEUD ZWSHZW IXX   ZW110990 IT N                   IXX N39323382E076001655     045540  185WGELAINING                       ,S,Simulation application continuation,SEEUD ZWSHZW IXX   ZW2S    UN                                             E004104554                                       
S,EEU,D,,ZWTN,ZW,,IRB,ZW,11030,IT N,,,IRB,N37020036,E079523664,,04688,0,,400,WGE,KUNGANG,SEEUD ZWTNZW IRB   ZW111030 IT N                   IRB N37020036E079523664     046880  400WGEKUNGANG                       ,S,Simulation application continuation,SEEUD ZWTNZW IRB   ZW2S    UN                                             E002804688                                       
S,EEU,D,,ZWWW,ZW,,IMU,ZW,10930,IT N,,,IMU,N43554313,E087292292,,02106,0,,396,WGE,TIANSHAN,SEEUD ZWWWZW IMU   ZW110930 IT N                   IMU N43554313E087292292     021060  396WGETIANSHAN                      ,S,Simulation application continuation,SEEUD ZWWWZW IMU   ZW2S    UN                                             E002602106                                       
S,EEU,D,,ZWWW,ZW,,IQD,ZW,10955,IT N,,,IQD,N43553185,E087272892,,02103,0,,,WGE,TIANSHAN,SEEUD ZWWWZW IQD   ZW110955 IT N                   IQD N43553185E087272892     021030     WGETIANSHAN                      ,S,Simulation application continuation,SEEUD ZWWWZW IQD   ZW2S    UN                                             E002602103                                       
S,EEU,D,,ZWWW,ZW,,IUR,ZW,11110,IT N,,,IUR,N43555503,E087291819,,02103,0,,576,WGE,TIANSHAN,SEEUD ZWWWZW IUR   ZW111110 IT N                   IUR N43555503E087291819     021030  576WGETIANSHAN                      ,S,Simulation application continuation,SEEUD ZWWWZW IUR   ZW2S    UN                                             E002602103                                       
S,EEU,D,,ZWWW,ZW,,IWQ,ZW,11050,IT N,,,IWQ,N43551638,E087271639,,02106,0,,,WGE,TIANSHAN,SEEUD ZWWWZW IWQ   ZW111050 IT N                   IWQ N43551638E087271639     021060     WGETIANSHAN                      ,S,Simulation application continuation,SEEUD ZWWWZW IWQ   ZW2S    UN                                             E002602106                                       
S,EEU,D,,ZWYN,ZW,,IUU,ZW,10990,IT N,,,IUU,N43571110,E081191150,,02211,0,,219,WGE,YINING,SEEUD ZWYNZW IUU   ZW110990 IT N                   IUU N43571110E081191150     022110  219WGEYINING                        ,S,Simulation application continuation,SEEUD ZWYNZW IUU   ZW2S    UN                                             E004402211                                       
S,EEU,D,,ZYCC,ZY,,IDD,ZY,10930,IT N,,,IDD,N43592310,E125402035,,00722,0,,178,WGE,LONGJIA,SEEUD ZYCCZY IDD   ZY110930 IT N                   IDD N43592310E125402035     007220  178WGELONGJIA                       ,S,Simulation application continuation,SEEUD ZYCCZY IDD   ZY2S    UN                                             W010700722                                       
S,EEU,D,,ZYCC,ZY,,IPP,ZY,11010,IT N,,,IPP,N44001749,E125414802,,00673,0,,283,WGE,LONGJIA,SEEUD ZYCCZY IPP   ZY111010 IT N                   IPP N44001749E125414802     006730  283WGELONGJIA                       ,S,Simulation application continuation,SEEUD ZYCCZY IPP   ZY2S    UN                                             W010700673                                       
S,EEU,D,,ZYHB,ZY,,ICC,ZY,11110,IT N,,,ICC,N45344440,E126124640,,00515,0,,294,WGE,TAIPING,SEEUD ZYHBZY ICC   ZY111110 IT N                   ICC N45344440E126124640     005150  294WGETAIPING                       ,S,Simulation application continuation,SEEUD ZYHBZY ICC   ZY2S    UN                                             W011200515                                       
S,EEU,D,,ZYHB,ZY,,IDG,ZY,11070,IT N,,,IDG,N45355869,E126141325,,00482,0,,138,WGE,TAIPING,SEEUD ZYHBZY IDG   ZY111070 IT N                   IDG N45355869E126141325     004820  138WGETAIPING                       ,S,Simulation application continuation,SEEUD ZYHBZY IDG   ZY2S    UN                                             W011200482                                       
S,EEU,D,,ZYHB,ZY,,ILL,ZY,11030,IT N,,,ILL,N45365047,E126142797,,00495,0,,266,WGE,TAIPING,SEEUD ZYHBZY ILL   ZY111030 IT N                   ILL N45365047E126142797     004950  266WGETAIPING                       ,S,Simulation application continuation,SEEUD ZYHBZY ILL   ZY2S    UN                                             W011200495                                       
S,EEU,D,,ZYHB,ZY,,IMJ,ZY,10990,IT N,,,IMJ,N45375412,E126154319,,00482,0,,484,WGE,TAIPING,SEEUD ZYHBZY IMJ   ZY110990 IT N                   IMJ N45375412E126154319     004820  484WGETAIPING                       ,S,Simulation application continuation,SEEUD ZYHBZY IMJ   ZY2S    UN                                             W011200482                                       
S,EEU,D,,ZYMD,ZY,,IQM,ZY,10890,IT N,,,IQM,N44315644,E129343354,,00863,0,,447,WGE,HAILANG,SEEUD ZYMDZY IQM   ZY110890 IT N                   IQM N44315644E129343354     008630  447WGEHAILANG                       ,S,Simulation application continuation,SEEUD ZYMDZY IQM   ZY2S    UN                                             W011200863                                       
S,EEU,D,,ZYQQ,ZY,,IGF,ZY,11070,IT N,,,IGF,N47141137,E123535949,,00502,0,,001,WGE,SANJIAZI,SEEUD ZYQQZY IGF   ZY111070 IT N                   IGF N47141137E123535949     005020  001WGESANJIAZI                      ,S,Simulation application continuation,SEEUD ZYQQZY IGF   ZY2S    UN                                             W011300502                                       
S,EEU,D,,ZYQQ,ZY,,IGFX,ZY,11070,IT N,,,IGFX,N47145471,E123545227,,00495,0,,001,WGE,SANJIAZI,SEEUD ZYQQZY IGFX  ZY111070 IT N                   IGFXN47145471E123545227     004950  001WGESANJIAZI                      ,S,Simulation application continuation,SEEUD ZYQQZY IGFX  ZY2S    UN                                             W011300495                                       
S,EEU,D,,ZYTL,ZY,,IKD,ZY,11110,IT N,,,IKD,N38575722,E121330176,,00108,0,,341,WGE,ZHOUSHUIZI,SEEUD ZYTLZY IKD   ZY111110 IT N                   IKD N38575722E121330176     001080  341WGEZHOUSHUIZI                    ,S,Simulation application continuation,SEEUD ZYTLZY IKD   ZY2S    UN                                             W008600108                                       
S,EEU,D,,ZYTL,ZY,,IZF,ZY,10910,IT N,,,IZF,N38575615,E121313117,,00125,0,,248,WGE,ZHOUSHUIZI,SEEUD ZYTLZY IZF   ZY110910 IT N                   IZF N38575615E121313117     001250  248WGEZHOUSHUIZI                    ,S,Simulation application continuation,SEEUD ZYTLZY IZF   ZY2S    UN                                             W008500125                                       
S,EEU,D,,ZYTX,ZY,,IKY,ZY,11030,IT N,,,IKY,N41384886,E123294599,,00217,0,,235,WGE,TAOXIAN,SEEUD ZYTXZY IKY   ZY111030 IT N                   IKY N41384886E123294599     002170  235WGETAOXIAN                       ,S,Simulation application continuation,SEEUD ZYTXZY IKY   ZY2S    UN                                             W009700217                                       
S,EEU,D,,ZYTX,ZY,,IPU,ZY,11050,IT N,,,IPU,N41375333,E123282231,,00197,0,,318,WGE,TAOXIAN,SEEUD ZYTXZY IPU   ZY111050 IT N                   IPU N41375333E123282231     001970  318WGETAOXIAN                       ,S,Simulation application continuation,SEEUD ZYTXZY IPU   ZY2S    UN                                             W009700197                                       
S,EEU,D,,ZYYJ,ZY,,IJA,ZY,10870,IT N,,,IJA,N42524944,E129262212,,00722,0,,341,WGE,CHAOYANGCHUAN,SEEUD ZYYJZY IJA   ZY110870 IT N                   IJA N42524944E129262212     007220  341WGECHAOYANGCHUAN                 ,S,Simulation application continuation,SEEUD ZYYJZY IJA   ZY2S    UN                                             W010700722                                       
S,EEU,D,,ZYYJ,ZY,,IYJ,ZY,10930,IT N,,,IYJ,N42530778,E129274824,,00692,0,,121,WGE,CHAOYANGCHUAN,SEEUD ZYYJZY IYJ   ZY110930 IT N                   IYJ N42530778E129274824     006920  121WGECHAOYANGCHUAN                 ,S,Simulation application continuation,SEEUD ZYYJZY IYJ   ZY2S    UN                                             W010700692                                       
S,EEU,D,B,,,,A,ZS,05110,H MW,N31590600,E118473600,,,,W0060,,,,,WGE,DAXIAOCHANG,SEEUDB       A     ZS105110H MW N31590600E118473600                       W0060           WGEDAXIAOCHANG                   ,S,Simulation application continuation,SEEUDB       A     ZS2S     U24                                                                                            
S,EEU,D,B,,,,AD,UR,03650,H MW,N43271720,E039573880,,,,E0070,,,,,WGE,SOCHI,SEEUDB       AD    UR103650H MW N43271720E039573880                       E0070           WGESOCHI                         ,S,Simulation application continuation,SEEUDB       AD    UR2S     U24                                                00165                                       
S,EEU,D,B,,,,AG,UE,07350,H  W,N61163600,E108014200,,,,W0080,,,,,WGE,YERBOGACHEN,SEEUDB       AG    UE107350H  W N61163600E108014200                       W0080           WGEYERBOGACHEN                   ,S,Simulation application continuation,SEEUDB       AG    UE2S     U21                                                                                            
S,EEU,D,B,,,,AG,UR,03810,H  W,N44082200,E039013600,,,,E0070,,,,,WGE,AGOY,SEEUDB       AG    UR103810H  W N44082200E039013600                       E0070           WGEAGOY                          ,S,Simulation application continuation,SEEUDB       AG    UR2S     U21                                                                                            
S,EEU,D,B,,,,AJ,UN,06850,H MW,N56110050,E092265630,,,,E0030,,,,,WGE,KRASNOYARSK,SEEUDB       AJ    UN106850H MW N56110050E092265630                       E0030           WGEKRASNOYARSK                   ,S,Simulation application continuation,SEEUDB       AJ    UN2S     U24                                                                                            
S,EEU,D,B,,,,AJ,UU,04300,H  W,N56310300,E034561100,,,,E0100,,,,,WGE,STARITSA,SEEUDB       AJ    UU104300H  W N56310300E034561100                       E0100           WGESTARITSA                      ,S,Simulation application continuation,SEEUDB       AJ    UU2S     U21                                                00700                                       
S,EEU,D,B,,,,AL,UN,04700,H  W,N61420200,E096283400,,,,E0030,,,,,WGE,BAYKIT,SEEUDB       AL    UN104700H  W N61420200E096283400                       E0030           WGEBAYKIT                        ,S,Simulation application continuation,SEEUDB       AL    UN2S     U21                                                                                            
S,EEU,D,B,,,,AL,UU,06940,H  W,N53404900,E041404700,,,,E0100,,,,,WGE,ALGASOVO,SEEUDB       AL    UU106940H  W N53404900E041404700                       E0100           WGEALGASOVO                      ,S,Simulation application continuation,SEEUDB       AL    UU2S     U21                                                00250                                       
S,EEU,D,B,,,,AL,ZJ,02050,H LW,N18185579,E109302372,,,,W0020,,,,,WGE,SANYA,SEEUDB       AL    ZJ102050H LW N18185579E109302372                       W0020           WGESANYA                         ,S,Simulation application continuation,SEEUDB       AL    ZJ2S     U24                                                                                            
S,EEU,D,B,,,,AN,UR,04800,HOMW,N44580440,E037181340,,,,E0080,,,,,WGE,ANAPA,SEEUDB       AN    UR104800HOMW N44580440E037181340                       E0080           WGEANAPA                         ,S,Simulation application continuation,SEEUDB       AN    UR2S     U24                                                                                            
S,EEU,D,B,,,,AND,UD,12200,H  W,N39494896,E044593295,,,,E0070,,,,,WGE,ANDRANIK,SEEUDB       AND   UD112200H  W N39494896E044593295                       E0070           WGEANDRANIK                      ,S,Simulation application continuation,SEEUDB       AND   UD2S     U21                                                                                            
S,EEU,D,B,,,,AO,UU,07320,H HW,N55091000,E038171900,,,,E0100,,,,,WGE,AKSINYINO,SEEUDB       AO    UU107320H HW N55091000E038171900                       E0100           WGEAKSINYINO                     ,S,Simulation application continuation,SEEUDB       AO    UU2S     U21                                                00500                                       
S,EEU,D,B,,,,AP,UR,04800,H MW,N45020650,E037232390,,,,E0080,,,,,WGE,ANAPA,SEEUDB       AP    UR104800H MW N45020650E037232390                       E0080           WGEANAPA                         ,S,Simulation application continuation,SEEUDB       AP    UR2S     U24                                                                                            
S,EEU,D,B,,,,AP,UU,02890,H MW,N51463700,E039180500,,,,E0100,,,,,WGE,VORONEZH,SEEUDB       AP    UU102890H MW N51463700E039180500                       E0100           WGEVORONEZH                      ,S,Simulation application continuation,SEEUDB       AP    UU2S     U24                                                                                            
S,EEU,D,B,,,,AR,UN,04280,H  W,N53225340,E083364700,,,,E0070,,,,,WGE,BARNAUL,SEEUDB       AR    UN104280H  W N53225340E083364700                       E0070           WGEBARNAUL                       ,S,Simulation application continuation,SEEUDB       AR    UN2S     U21                                                                                            
S,EEU,D,B,,,,AR,UU,10800,H HW,N55590000,E036475700,,,,E0100,,,,,WGE,BUZHAROVO,SEEUDB       AR    UU110800H HW N55590000E036475700                       E0100           WGEBUZHAROVO                     ,S,Simulation application continuation,SEEUDB       AR    UU2S     U21                                                                                            
S,EEU,D,B,,,,AR,ZS,05200,H  W,N36432400,E116550000,,,,W0060,,,,,WGE,ZHANGZHUANG,SEEUDB       AR    ZS105200H  W N36432400E116550000                       W0060           WGEZHANGZHUANG                   ,S,Simulation application continuation,SEEUDB       AR    ZS2S     U21                                                                                            
S,EEU,D,B,,,,AS,UH,02750,H  W,N66190900,W179062800,,,,E0040,,,,,WGE,ZALIV KRESTA,SEEUDB       AS    UH102750H  W N66190900W179062800                       E0040           WGEZALIV KRESTA                  ,S,Simulation application continuation,SEEUDB       AS    UH2S     U21                                                02500                                       
S,EEU,D,B,,,,B,UN,06850,HMMW,N56094800,E092320170,,,,E0030,,,,,WGE,KRASNOYARSK,SEEUDB       B     UN106850HMMW N56094800E092320170                       E0030           WGEKRASNOYARSK                   ,S,Simulation application continuation,SEEUDB       B     UN2S     U24                                                                                            
S,EEU,D,B,,,,BA,UN,06050,H  W,N57002600,E082033500,,,,E0100,,,,,WGE,BAKCHAR,SEEUDB       BA    UN106050H  W N57002600E082033500                       E0100           WGEBAKCHAR                       ,S,Simulation application continuation,SEEUDB       BA    UN2S     N21                                                                                            
S,EEU,D,B,,,,BA,UR,11750,H  W,N47191600,E040213400,,,,E0080,,,,,WGE,BAGAYEVSKIY,SEEUDB       BA    UR111750H  W N47191600E040213400                       E0080           WGEBAGAYEVSKIY                   ,S,Simulation application continuation,SEEUDB       BA    UR2S     U21                                                                                            
S,EEU,D,B,,,,BC,LR,04260,H L,N46284120,E026553870,,,,E0050,,,,,WGE,GEORGE ENESCU (BACAU),SEEUDB       BC    LR104260H L  N46284120E026553870                       E0050           WGEGEORGE ENESCU (BACAU)         ,S,Simulation application continuation,SEEUDB       BC    LR2S     U24                                                                                            
S,EEU,D,B,,,,BC,UH,09600,H  W,N64223720,W173143100,,,,E0050,,,,,WGE,PROVIDENIYA BAY,SEEUDB       BC    UH109600H  W N64223720W173143100                       E0050           WGEPROVIDENIYA BAY               ,S,Simulation application continuation,SEEUDB       BC    UH2S     U21                                                                                            
S,EEU,D,B,,,,BD,UI,06350,H  W,N52263200,E103114100,,,,W0030,,,,,WGE,RAZDOLYE,SEEUDB       BD    UI106350H  W N52263200E103114100                       W0030           WGERAZDOLYE                      ,S,Simulation application continuation,SEEUDB       BD    UI2S     U21                                                01700                                       
S,EEU,D,B,,,,BD,UU,03600,H  W,N57062800,E037424300,,,,E0110,,,,,WGE,BOGDANOVO,SEEUDB       BD    UU103600H  W N57062800E037424300                       E0110           WGEBOGDANOVO                     ,S,Simulation application continuation,SEEUDB       BD    UU2S     U21                                                00001                                       
S,EEU,D,B,,,,BE,UH,06400,H  W,N63021900,E179181700,,,,E0030,,,,,WGE,BERINGOVSKY,SEEUDB       BE    UH106400H  W N63021900E179181700                       E0030           WGEBERINGOVSKY                   ,S,Simulation application continuation,SEEUDB       BE    UH2S     U21                                                00100                                       
S,EEU,D,B,,,,BG,UH,09200,H  W,N43530300,E133151100,,,,W0100,,,,,WGE,MURAVEYKA,SEEUDB       BG    UH109200H  W N43530300E133151100                       W0100           WGEMURAVEYKA                     ,S,Simulation application continuation,SEEUDB       BG    UH2S     U21                                                                                            
S,EEU,D,B,,,,BG,UU,07450,H  W,N55500000,E034513500,,,,E0100,,,,,WGE,KARMANOVO,SEEUDB       BG    UU107450H  W N55500000E034513500                       E0100           WGEKARMANOVO                     ,S,Simulation application continuation,SEEUDB       BG    UU2S     U21                                                00750                                       
S,EEU,D,B,,,,BH,ZM,04650,H  W,N46083800,E100425900,,,,W0020,,,,,WGE,BAYANKHONGOR,SEEUDB       BH    ZM104650H  W N46083800E100425900                       W0020           WGEBAYANKHONGOR                  ,S,Simulation application continuation,SEEUDB       BH    ZM2S     U21                                                                                            
S,EEU,D,B,,,,BI,UN,07000,H  W,N69243900,E086124300,,,,E0200,,,,,WGE,DUDINKA,SEEUDB       BI    UN107000H  W N69243900E086124300                       E0200           WGEDUDINKA                       ,S,Simulation application continuation,SEEUDB       BI    UN2S     U21                                                                                            
S,EEU,D,B,,,,BK,ZS,02270,H  W,N29534642,E121200423,,,,W0060,,,,,WGE,LISHE,SEEUDB       BK    ZS102270H  W N29534642E121200423                       W0060           WGELISHE                         ,S,Simulation application continuation,SEEUDB       BK    ZS2S     U21                                                                                            
S,EEU,D,B,,,,BL,UH,06050,H  W,N44120400,E133071600,,,,W0100,,,,,WGE,CHERNYSHEVKA,SEEUDB       BL    UH106050H  W N44120400E133071600                       W0100           WGECHERNYSHEVKA                  ,S,Simulation application continuation,SEEUDB       BL    UH2S     U21                                                                                            
S,EEU,D,B,,,,BM,UH,08900,H  W,N62273600,E155444700,,,,W0090,,,,,WGE,OMSUKCHAN,SEEUDB       BM    UH108900H  W N62273600E155444700                       W0090           WGEOMSUKCHAN                     ,S,Simulation application continuation,SEEUDB       BM    UH2S     U21                                                                                            
S,EEU,D,B,,,,BMR,LR,04040,H H,N47401640,E023204550,,,,E0060,,,,,WGE,BAIA MARE,SEEUDB       BMR   LR104040H H  N47401640E023204550                       E0060           WGEBAIA MARE                     ,S,Simulation application continuation,SEEUDB       BMR   LR2S     U21                                                                                            
S,EEU,D,B,,,,BN,ZB,04580,H MW,N43250060,E112070470,,,,W0070,,,,,WGE,SAIWUSU,SEEUDB       BN    ZB104580H MW N43250060E112070470                       W0070           WGESAIWUSU                       ,S,Simulation application continuation,SEEUDB       BN    ZB2S     U24                                                                                            
S,EEU,D,B,,,,BO,UK,12900,H HW,N50374300,E030533200,,,,E0070,,,,,WGE,BOHDANIVKA,SEEUDB       BO    UK112900H HW N50374300E030533200                       E0070           WGEBOHDANIVKA                    ,S,Simulation application continuation,SEEUDB       BO    UK2S     U11                                                                                            
S,EEU,D,B,,,,BP,UU,06800,H  W,N55540200,E037402100,,,,E0100,,,,,WGE,CHELOBITYEVO,SEEUDB       BP    UU106800H  W N55540200E037402100                       E0100           WGECHELOBITYEVO                  ,S,Simulation application continuation,SEEUDB       BP    UU2S     U21                                                                                            
S,EEU,D,B,,,,BS,UI,03740,H  W,N56210080,E101463930,,,,W0020,,,,,WGE,BRATSK,SEEUDB       BS    UI103740H  W N56210080E101463930                       W0020           WGEBRATSK                        ,S,Simulation application continuation,SEEUDB       BS    UI2S     U24                                                                                            
S,EEU,D,B,,,,BSE,LR,02560,H LW,N44314670,E026134990,,,,E0050,,,,,WGE,BANEASA (BUCHAREST),SEEUDB       BSE   LR102560H LW N44314670E026134990                       E0050           WGEBANEASA (BUCHAREST)           ,S,Simulation application continuation,SEEUDB       BSE   LR2S     U24                                                                                            
S,EEU,D,B,,,,BSW,LR,05210,H LW,N44281951,E025570719,,,,E0050,,,,,WGE,BANEASA (BUCHAREST),SEEUDB       BSW   LR105210H LW N44281951E025570719                       E0050           WGEBANEASA (BUCHAREST)           ,S,Simulation application continuation,SEEUDB       BSW   LR2S     U24                                                                                            
S,EEU,D,B,,,,BT,UG,03530,H  W,N42052300,E043390100,,,,E0070,,,,,WGE,ALI,SEEUDB       BT    UG103530H  W N42052300E043390100                       E0070           WGEALI                           ,S,Simulation application continuation,SEEUDB       BT    UG2S     U21                                                                                            
S,EEU,D,B,,,,BU,UN,03990,H  W,N53204070,E083275450,,,,E0070,,,,,WGE,BARNAUL,SEEUDB       BU    UN103990H  W N53204070E083275450                       E0070           WGEBARNAUL                       ,S,Simulation application continuation,SEEUDB       BU    UN2S     U21                                                                                            
S,EEU,D,B,,,,BW,UW,03750,H  W,N51534000,E047473000,,,,E0100,,,,,WGE,BALAKOVO,SEEUDB       BW    UW103750H  W N51534000E047473000                       E0100           WGEBALAKOVO                      ,S,Simulation application continuation,SEEUDB       BW    UW2S     U21                                                                                            
S,EEU,D,B,,,,BX,UU,07180,H LW,N50372090,E036391970,,,,E0080,,,,,WGE,BELGOROD,SEEUDB       BX    UU107180H LW N50372090E036391970                       E0080           WGEBELGOROD                      ,S,Simulation application continuation,SEEUDB       BX    UU2S     U24                                                                                            
S,EEU,D,B,,,,BZ,ZS,02440,H  W,N28060600,E119334200,,,,W0040,,,,,WGE,YUNHE,SEEUDB       BZ    ZS102440H  W N28060600E119334200                       W0040           WGEYUNHE                         ,S,Simulation application continuation,SEEUDB       BZ    ZS2S     U11                                                                                            
