record_type,area_code,sec,subsection_code,airport_icao,icao_code,sub,vor_ident,navaid_icao_code,vor_frequency,navaid_class,vor_latitude,vor_longitude,dme_ident,dme_latitude,dme_longitude,station_declination,dme_elevation,figure_of_merit,ils_dme_bias,frequency_protection,datum_code,vor_name,primary_1_123,cont#2_appl_code,cont#2_appl_label,cont#2_1_123,changed_field_count,changed_fields
S,EEU,D,,,,,HTG,UN,11310,VDHW,N71581040,E102293350,,N71581040,E102293350,E0050,00098,2,,,WGE,KHATANGA,SEEUD        HTG   UN111310VDHW N71581040E102293350    N71581040E102293350E0050000982     WGEKHATANGA                      ,S,Simulation application continuation,SEEUD        HTG   UN2S    UN                                             E001900098                                       ,1,cont#2_1_123
S,EEU,D,,,,,IVF,UK,11420,VDHW,N48530300,E024412900,,N48530300,E024412900,E0060,00937,2,,453,WGE,IVANO-FRANKIVSK,SEEUD        IVF   UK111420VDHW N48530300E024412900    N48530300E024412900E0060009372  453WGEIVANO-FRANKIVSK               ,S,Simulation application continuation,SEEUD        IVF   UK2S    UN                                             E007000937                                       ,1,cont#2_1_123
S,EEU,D,,,,,JAN,LZ,11080,VDHW,N48104320,E017324080,,N48104320,E017324080,E0050,00420,2,,351,WGE,JANOVCE,SEEUD        JAN   LZ111080VDHW N48104320E017324080    N48104320E017324080E0050004202  351WGEJANOVCE                       ,S,Simulation application continuation,SEEUD        JAN   LZ2S    UN                                             E005500420                                       ,1,cont#2_1_123
S,EEU,D,,,,,JBL,UT,11350,VDHW,N39392366,E054125021,,N39392366,E054125021,E0060,00002,2,,443,WGE,BALKANABAT,SEEUD        JBL   UT111350VDHW N39392366E054125021    N39392366E054125021E0060000022  443WGEBALKANABAT                    ,S,Simulation application continuation,SEEUD        JBL   UT2S    UN                                             E006100002                                       ,3,"dme_elevation,primary_1_123,cont#2_1_123"
S,EEU,D,,,,,JDG,ZS,11445,VDHW,N36224200,E120040000,,N36224200,E120040000,W0070,00043,2,,457,WGE,JIAODONG,SEEUD        JDG   ZS111445VDHW N36224200E120040000    N36224200E120040000W0070000432  457WGEJIAODONG                      ,S,Simulation application continuation,SEEUD        JDG   ZS2S    UY                                             W007600043                                       ,1,cont#2_1_123
S,EEU,D,,,,,KAX,EP,11480,VDH,N50283970,E019050640,,N50283970,E019050640,E0060,01000,2,,336,WGE,KATOWICE,SEEUD        KAX   EP111480VDH  N50283970E019050640    N50283970E019050640E0060010002  336WGEKATOWICE                      ,S,Simulation application continuation,SEEUD        KAX   EP2S    UN                                             E006201000                                       ,1,cont#2_1_123
S,EEU,D,,,,,KLG,UU,11400,VDLW,N54330830,E036221180,,N54330830,E036221180,E0110,00700,1,,424,WGE,KALUGA,SEEUD        KLG   UU111400VDLW N54330830E036221180    N54330830E036221180E0110007001  424WGEKALUGA                        ,S,Simulation application continuation,SEEUD        KLG   UU2S    UN                                             E011100700                                       ,2,"station_declination,primary_1_123"
S,EEU,D,,,,,KLP,EY,11500,VDH,N55425600,E021143700,,N55425600,E021143700,E0060,00100,2,,466,WGE,KLAIPEDA,SEEUD        KLP   EY111500VDH  N55425600E021143700    N55425600E021143700E0060001002  466WGEKLAIPEDA                      ,S,Simulation application continuation,SEEUD        KLP   EY2S    UU                                             E007800100                                       ,1,cont#2_1_123
S,EEU,D,,,,,KLP,UN,11250,VDHW,N58210900,E082552900,,N58210900,E082552900,E0100,00295,2,,500,WGE,KOLPASHEVO,SEEUD        KLP   UN111250VDHW N58210900E082552900    N58210900E082552900E0100002952  500WGEKOLPASHEVO                    ,S,Simulation application continuation,SEEUD        KLP   UN2S    UY                                             E010200295                                       ,1,cont#2_1_123
S,EEU,D,,,,,KRD,UM,11705,VDHW,N54533580,E020355860,,N54533580,E020355860,E0070,00098,2,,166,WGE,KHRABROVO,SEEUD        KRD   UM111705VDHW N54533580E020355860    N54533580E020355860E0070000982  166WGEKHRABROVO                     ,S,Simulation application continuation,SEEUD        KRD   UM2S    UN                                             E007400098                                       ,1,cont#2_1_123
S,EEU,D,,,,,KSC,LZ,10820,VDU,N48405910,E021145340,,N48405910,E021145340,E0060,00787,2,,336,WGE,KOSICE,SEEUD        KSC   LZ110820VDU  N48405910E021145340    N48405910E021145340E0060007872  336WGEKOSICE                        ,S,Simulation application continuation,SEEUD        KSC   LZ2S    UN                                             E006300787                                       ,1,cont#2_1_123
S,EEU,D,,,,,KTL,UL,11780,VDHW,N61141800,E046424800,,N61141800,E046424800,E0170,00197,2,,,WGE,KOTLAS,SEEUD        KTL   UL111780VDHW N61141800E046424800    N61141800E046424800E0170001972     WGEKOTLAS                        ,S,Simulation application continuation,SEEUD        KTL   UL2S    UN                                             E017500197                                       ,1,cont#2_1_123
S,EEU,D,,,,,KUS,ZU,11370,VDHW,N31585400,E080073600,,N31585400,E080073600,E0010,14364,2,,546,WGE,ALI,SEEUD        KUS   ZU111370VDHW N31585400E080073600    N31585400E080073600E0010143642  546WGEALI                           ,S,Simulation application continuation,SEEUD        KUS   ZU2S    UN                                             E001714364                                       ,1,cont#2_1_123
S,EEU,D,,,,,KZN,UW,11270,VDUW,N55362010,E049162060,,N55362010,E049162060,E0140,00400,2,,,WGE,KAZAN,SEEUD        KZN   UW111270VDUW N55362010E049162060    N55362010E049162060E0140004002     WGEKAZAN                         ,S,Simulation application continuation,SEEUD        KZN   UW2S    UN                                             E014000400                                       ,1,cont#2_1_123
S,EEU,D,,,,,KZO,UA,11270,VDHW,N44414490,E065334930,,N44414490,E065334930,E0070,00500,2,,263,WGE,KYZYLORDA,SEEUD        KZO   UA111270VDHW N44414490E065334930    N44414490E065334930E0070005002  263WGEKYZYLORDA                     ,S,Simulation application continuation,SEEUD        KZO   UA2S    UN                                             E007500500                                       ,2,"frequency_protection,primary_1_123"
S,EEU,D,,,,,LBN,EV,11290,VDL,N56462400,E026210800,,N56462400,E026210800,E0100,00300,1,,553,WGE,TRAKSHI,SEEUD        LBN   EV111290VDL  N56462400E026210800    N56462400E026210800E0100003001  553WGETRAKSHI                       ,S,Simulation application continuation,SEEUD        LBN   EV2S    UN                                             E0095                                            ,4,"navaid_class,station_declination,primary_1_123,cont#2_1_123"
S,EEU,D,,,,,LEP,EV,11695,VDH,N56304600,E021050510,,N56304600,E021050510,E0090,00100,2,,475,WGE,LIEPAJA,SEEUD        LEP   EV111695VDH  N56304600E021050510    N56304600E021050510E0090001002  475WGELIEPAJA                       ,S,Simulation application continuation,SEEUD        LEP   EV2S    UU                                             E0079                                            ,1,cont#2_1_123
S,EEU,D,,,,,LHT,ZB,11250,VDHW,N43244800,E112073600,,N43244800,E112073600,W0070,03327,2,,581,WGE,ERENHOT,SEEUD        LHT   ZB111250VDHW N43244800E112073600    N43244800E112073600W0070033272  581WGEERENHOT                       ,S,Simulation application continuation,SEEUD        LHT   ZB2S    UY                                             W006903327                                       ,2,"station_declination,primary_1_123"
S,EEU,D,,,,,LIV,UK,11550,VDHW,N49484300,E023570500,,N49484300,E023570500,E0060,01094,2,,593,WGE,LVIV,SEEUD        LIV   UK111550VDHW N49484300E023570500    N49484300E023570500E0060010942  593WGELVIV                          ,S,Simulation application continuation,SEEUD        LIV   UK2S    UN                                             E007001094                                       ,2,"frequency_protection,primary_1_123"
S,EEU,D,,,,,LJB,ZY,11590,VDHW,N43462400,E125510600,,N43462400,E125510600,W0110,00653,2,,540,WGE,WANCHANG,SEEUD        LJB   ZY111590VDHW N43462400E125510600    N43462400E125510600W0110006532  540WGEWANCHANG                      ,S,Simulation application continuation,SEEUD        LJB   ZY2S    UN                                             W010600653                                       ,2,"station_declination,primary_1_123"
S,EEU,D,,,,,LKN,UL,11695,VDHW,N64533200,E045433500,,N64533200,E045433500,E0190,00197,2,,,WGE,LESHUKONSKOYE,SEEUD        LKN   UL111695VDHW N64533200E045433500    N64533200E045433500E0190001972     WGELESHUKONSKOYE                 ,S,Simulation application continuation,SEEUD        LKN   UL2S    UN                                             E020100197                                       ,1,cont#2_1_123
S,EEU,D,,,,,LLR,EV,10860,VTH,N56453230,E024505760,,N56453230,E024505760,E0080,00200,2,,410,WGE,LIELVARDE,SEEUD        LLR   EV110860VTH  N56453230E024505760    N56453230E024505760E0080002002  410WGELIELVARDE                     ,S,Simulation application continuation,SEEUD        LLR   EV2S    UN                                             E0091                                            ,1,cont#2_1_123
S,EEU,D,,,,,LMN,ZG,11630,VDHW,N23385400,E114193600,,N23385400,E114193600,W0030,00128,2,,368,WGE,LONGMEN,SEEUD        LMN   ZG111630VDHW N23385400E114193600    N23385400E114193600W0030001282  368WGELONGMEN                       ,S,Simulation application continuation,SEEUD        LMN   ZG2S    UN                                             W003600128                                       ,1,cont#2_1_123
S,EEU,D,,,,,LNY,ZS,11280,VDHW,N35030000,E118244800,,N35030000,E118244800,W0060,00243,2,,404,WGE,LINYI,SEEUD        LNY   ZS111280VDHW N35030000E118244800    N35030000E118244800W0060002432  404WGELINYI                         ,S,Simulation application continuation,SEEUD        LNY   ZS2S    UN                                             W006900243                                       ,1,cont#2_1_123
S,EEU,D,,,,,LON,ZG,11220,VDHW,N22212400,E106520600,,N22212400,E106520600,W0020,00001,2,,316,WGE,LONGZHOU,SEEUD        LON   ZG111220VDHW N22212400E106520600    N22212400E106520600W0020000012  316WGELONGZHOU                      ,S,Simulation application continuation,SEEUD        LON   ZG2S    UN                                             W0020                                            ,1,cont#2_1_123
S,EEU,D,,,,,LOZ,EP,11240,VDL,N51463390,E019372930,,N51463390,E019372930,E0060,00800,1,,400,WGE,WIACZYN DOLNY,SEEUD        LOZ   EP111240VDL  N51463390E019372930    N51463390E019372930E0060008001  400WGEWIACZYN DOLNY                 ,S,Simulation application continuation,SEEUD        LOZ   EP2S    UU                                             E006500800                                       ,1,cont#2_1_123
S,EEU,D,,,,,MGL,UM,11675,VDH,N53571010,E030054410,,N53571010,E030054410,E0090,00700,2,,491,WGE,MAHILIOU,SEEUD        MGL   UM111675VDH  N53571010E030054410    N53571010E030054410E0090007002  491WGEMAHILIOU                      ,S,Simulation application continuation,SEEUD        MGL   UM2S    UN                                             E0095                                            ,1,cont#2_1_123
S,EEU,D,,,,,MKL,UR,11320,VDLW,N42474000,E047400420,,N42474000,E047400420,E0070,00001,1,,513,WGE,MAKHACHKALA,SEEUD        MKL   UR111320VDLW N42474000E047400420    N42474000E047400420E0070000011  513WGEMAKHACHKALA                   ,S,Simulation application continuation,SEEUD        MKL   UR2S    UN                                             E007400001                                       ,8,"navaid_class,vor_latitude,vor_longitude,dme_latitude,dme_longitude,figure_of_merit,frequency_protection,primary_1_123"
S,EEU,D,,,,,MLJ,ZS,11705,VDHW,N31504200,E118511800,,N31504200,E118511800,W0060,00062,2,,576,WGE,MOLING,SEEUD        MLJ   ZS111705VDHW N31504200E118511800    N31504200E118511800W0060000622  576WGEMOLING                        ,S,Simulation application continuation,SEEUD        MLJ   ZS2S    UN                                             W006200062                                       ,2,"frequency_protection,primary_1_123"
S,EEU,D,,,,,MNS,UC,11340,VDHW,N43040092,E074311527,,N43040092,E074311527,E0060,02090,2,,400,WGE,MANAS,SEEUD        MNS   UC111340VDHW N43040092E074311527    N43040092E074311527E0060020902  400WGEMANAS                         ,S,Simulation application continuation,SEEUD        MNS   UC2S    UN                                             E005602090                                       ,1,cont#2_1_123
S,EEU,D,,,,,MOL,EP,11660,VDH,N52270860,E020404000,,N52270860,E020404000,E0050,00400,2,,329,WGE,MODLIN,SEEUD        MOL   EP111660VDH  N52270860E020404000    N52270860E020404000E0050004002  329WGEMODLIN                        ,S,Simulation application continuation,SEEUD        MOL   EP2S    UU                                             E006900400                                       ,1,cont#2_1_123
S,EEU,D,,,,,MOR,UR,11340,VDHW,N48203000,E041480100,,N48203000,E041480100,E0080,00220,2,,429,WGE,MOROZOVSK,SEEUD        MOR   UR111340VDHW N48203000E041480100    N48203000E041480100E0080002202  429WGEMOROZOVSK                     ,S,Simulation application continuation,SEEUD        MOR   UR2S    UN                                             E009300220                                       ,1,cont#2_1_123
S,EEU,D,,,,,MOU,ZH,11495,VDLW,N30364200,E114591800,,N30364200,E114591800,W0050,00367,1,,,WGE,HUILONGSHAN,SEEUD        MOU   ZH111495VDLW N30364200E114591800    N30364200E114591800W0050003671     WGEHUILONGSHAN                   ,S,Simulation application continuation,SEEUD        MOU   ZH2S    UN                                             W005100367                                       ,1,cont#2_1_123
S,EEU,D,,,,,MRA,EP,11730,VDHW,N53470600,E021075800,,N53470600,E021075800,E0050,00600,2,,382,WGE,MRAGOWO,SEEUD        MRA   EP111730VDHW N53470600E021075800    N53470600E021075800E0050006002  382WGEMRAGOWO                       ,S,Simulation application continuation,SEEUD        MRA   EP2S    UN                                             E007300600                                       ,1,cont#2_1_123
S,EEU,D,,,,,NGB,ZS,11630,VDHW,N29494405,E121274447,,N29494405,E121274447,W0060,00028,2,,302,WGE,NINGBO,SEEUD        NGB   ZS111630VDHW N29494405E121274447    N29494405E121274447W0060000282  302WGENINGBO                        ,S,Simulation application continuation,SEEUD        NGB   ZS2S    UN                                             W006200028                                       ,1,cont#2_1_123
S,EEU,D,,,,,NRM,UL,11230,VDHW,N67381700,E053063930,,N67381700,E053063930,E0240,00100,2,,,WGE,NARYAN-MAR,SEEUD        NRM   UL111230VDHW N67381700E053063930    N67381700E053063930E0240001002     WGENARYAN-MAR                    ,S,Simulation application continuation,SEEUD        NRM   UL2S    UN                                             E024600100                                       ,1,cont#2_1_123
S,EEU,D,,,,,NTG,ZS,11560,VDHW,N32055385,E120584567,,N32055385,E120584567,W0050,00062,2,,509,WGE,NANTONG,SEEUD        NTG   ZS111560VDHW N32055385E120584567    N32055385E120584567W0050000622  509WGENANTONG                       ,S,Simulation application continuation,SEEUD        NTG   ZS2S    UN                                             W006700062                                       ,1,cont#2_1_123
S,EEU,D,,,,,NWK,US,11230,VDHW,N60563820,E076280100,,N60563820,E076280100,E0160,00200,2,,470,WGE,NIZHNEVARTOVSK,SEEUD        NWK   US111230VDHW N60563820E076280100    N60563820E076280100E0160002002  470WGENIZHNEVARTOVSK                ,S,Simulation application continuation,SEEUD        NWK   US2S    UN                                             E015600200                                       ,5,"vor_latitude,dme_latitude,dme_elevation,primary_1_123,cont#2_1_123"
S,EEU,D,,,,,OKC,EP,11345,VDH,N52101110,E020573620,,N52101110,E020573620,E0060,00400,2,,539,WGE,OKECIE (WARSAW),SEEUD        OKC   EP111345VDH  N52101110E020573620    N52101110E020573620E0060004002  539WGEOKECIE (WARSAW)               ,S,Simulation application continuation,SEEUD        OKC   EP2S    UN                                             E006900400                                       ,1,cont#2_1_123
S,EEU,D,,,,,OKF,LK,11315,VDHW,N48580903,E015324408,,N48580903,E015324408,E0050,01600,2,,,WGE,DESNA,SEEUD        OKF   LK111315VDHW N48580903E015324408    N48580903E015324408E0050016002     WGEDESNA                         ,S,Simulation application continuation,SEEUD        OKF   LK2S    UN                                             E0052                                            ,1,cont#2_1_123
S,EEU,D,,,,,OKG,LK,11570,VDHW,N50035453,E012242066,,N50035453,E012242066,E0040,01600,2,,305,WGE,CHEB,SEEUD        OKG   LK111570VDHW N50035453E012242066    N50035453E012242066E0040016002  305WGECHEB                          ,S,Simulation application continuation,SEEUD        OKG   LK2S    UN                                             E0046                                            ,3,"frequency_protection,primary_1_123,cont#2_1_123"
S,EEU,D,,,,,OKX,LK,11485,VDHW,N50540965,E015015484,,N50540965,E015015484,E0050,01300,2,,228,WGE,FRYDLANT,SEEUD        OKX   LK111485VDHW N50540965E015015484    N50540965E015015484E0050013002  228WGEFRYDLANT                      ,S,Simulation application continuation,SEEUD        OKX   LK2S    UN                                             E0053                                            ,1,cont#2_1_123
S,EEU,D,,,,,OMS,UN,11390,VDHW,N54573210,E073174160,,N54573210,E073174160,E0120,00330,2,,405,WGE,TSENTRALNY (OMSK),SEEUD        OMS   UN111390VDHW N54573210E073174160    N54573210E073174160E0120003302  405WGETSENTRALNY (OMSK)             ,S,Simulation application continuation,SEEUD        OMS   UN2S    UN                                             E012000330                                       ,7,"vor_latitude,vor_longitude,dme_latitude,dme_longitude,dme_elevation,primary_1_123,cont#2_1_123"
S,EEU,D,,,,,OPT,LR,11710,VDHW,N44353260,E026333660,,N44353260,E026333660,E0050,00300,2,,361,WGE,ROSIORI,SEEUD        OPT   LR111710VDHW N44353260E026333660    N44353260E026333660E0050003002  361WGEROSIORI                       ,S,Simulation application continuation,SEEUD        OPT   LR2S    UN                                             E006400300                                       ,5,"vor_latitude,vor_longitude,dme_latitude,dme_longitude,primary_1_123"
